elpd_diff	se_diff	elpd_loo	se_elpd_loo	p_loo	se_p_loo	looic	se_looic
0	0	-1025.07036288316	27.1680011559061	87.6447796033231	3.10092088437255	2050.14072576632	54.3360023118123
-2.5428243707022	2.94059464868596	-1027.61318725386	27.1197832697664	93.4868261755139	3.33365875872381	2055.22637450772	54.2395665395328
-2.95455257532959	3.21102490544505	-1028.02491545849	27.0732250163066	95.8520928079903	3.48354384307255	2056.04983091698	54.1464500326131
